戦略,戦略タイプ,利確pips,損切りpips,時間帯,曜日,トレンド環境,ボラ環境,学習_取引回数,学習_1日平均回数,学習_勝率%,学習_総損益pips,学習_平均利益pips,学習_平均損失pips,学習_PF,学習_最大DD_pips,学習_最大連敗,検証_取引回数,検証_1日平均回数,検証_勝率%,検証_総損益pips,検証_平均利益pips,検証_平均損失pips,検証_PF,検証_最大DD_pips,検証_最大連敗,乖離率(検証PF/学習PF),総合スコア,判定
"BB逆張り(期間30, 2.0σ)",BB逆張り,6,8,全時間,火,レンジのみ,直近30分変動大,314,2.3,55.1,-90.0,6.0,-8.0,0.92,-172.0,4,171,2.9,49.7,-178.0,6.0,-8.0,0.741,-196.0,7,0.805,28.9,不採用
"BBブレイク(期間30, 2.0σ)",BBブレイク,30,20,全時間,全曜日,順方向のみ,ATR高,1519,2.0,43.7,1421.8,26.42,-18.85,1.088,-633.0,14,532,2.1,38.2,-764.2,28.0,-19.6,0.882,-804.2,13,0.811,28.9,不採用
押し目(EMA200+RSI45/55),押し目,20,30,NY(21-23時),全曜日,なし,なし,1019,1.2,57.7,508.0,16.6,-21.47,1.055,-587.7,7,401,1.2,51.1,-632.8,17.19,-21.21,0.848,-628.2,8,0.804,28.9,不採用
"BBブレイク(期間20, 1.5σ)",BBブレイク,12,5,全時間,全曜日,上昇のみ,ATR低,2559,3.4,26.3,-1624.5,11.58,-4.99,0.827,-1707.7,16,1076,3.8,25.7,-771.7,11.62,-5.0,0.807,-812.4,29,0.976,28.9,不採用
"MACDクロス(8,26,12)",MACDクロス,12,5,全時間,木,レンジのみ,ATR高,380,3.0,26.8,-166.0,12.0,-5.0,0.881,-199.0,14,119,2.6,23.5,-119.0,12.0,-5.0,0.738,-170.0,22,0.838,28.9,不採用
"BB逆張り(期間14, 2.0σ)",BB逆張り,20,15,全時間,水,レンジのみ,なし,558,2.7,44.3,131.2,19.1,-14.74,1.029,-336.9,8,228,3.0,39.5,-306.3,19.33,-14.83,0.85,-606.4,10,0.826,28.9,不採用
"MACDクロス(16,35,12)",MACDクロス,15,5,ロンドン(16-21時),全曜日,上昇のみ,なし,1321,2.1,24.5,-182.1,14.82,-5.0,0.963,-405.4,21,525,2.4,22.1,-340.1,14.7,-5.0,0.834,-430.2,35,0.866,28.9,不採用
"EMAクロス(25,30)",EMAクロス,6,15,ロンドン(16-21時),全曜日,なし,なし,1091,1.4,70.5,-157.0,5.97,-14.74,0.967,-438.8,5,449,1.6,65.9,-496.7,5.98,-14.81,0.781,-519.7,5,0.808,28.9,不採用
"RSI逆張り(期間14, 35/60)",RSI逆張り,25,30,ロンドン(16-21時),全曜日,なし,直近30分変動大,806,1.4,56.0,939.9,24.09,-27.96,1.095,-391.0,8,338,1.4,50.0,-668.3,23.58,-27.53,0.856,-1305.8,7,0.782,28.9,不採用
"BB逆張り(期間25, 1.5σ)",BB逆張り,15,10,東京(9-15時),全曜日,下降のみ,なし,1238,2.4,41.0,292.1,14.91,-9.97,1.04,-355.0,10,599,2.9,36.4,-535.3,14.99,-9.98,0.859,-577.5,12,0.826,28.9,不採用
"MACDクロス(16,35,6)",MACDクロス,20,10,全時間,全曜日,順方向のみ,なし,4184,3.5,34.4,118.4,18.88,-9.86,1.004,-828.9,14,1796,4.0,30.6,-1679.4,19.44,-9.9,0.864,-1769.2,14,0.861,28.9,不採用
"BB逆張り(期間14, 1.5σ)",BB逆張り,6,12,NY(21-23時),木,なし,なし,560,2.7,66.4,16.1,5.97,-11.73,1.007,-218.1,6,210,2.8,60.0,-243.0,6.0,-11.89,0.757,-261.0,5,0.752,28.9,不採用
"BBブレイク(期間30, 2.5σ)",BBブレイク,12,30,全時間,木,上昇のみ,なし,379,2.3,69.9,-22.9,11.68,-27.36,0.993,-369.8,7,151,2.4,62.9,-357.5,11.89,-26.56,0.76,-374.4,4,0.765,28.9,不採用
"BBブレイク(期間20, 2.0σ)",BBブレイク,12,12,全時間,金,下降のみ,ATR高,395,3.3,48.9,-98.1,11.96,-11.91,0.959,-240.0,7,130,2.7,43.8,-192.0,12.0,-12.0,0.781,-216.0,8,0.814,28.9,不採用
"BB逆張り(期間30, 1.5σ)",BB逆張り,5,5,全時間,木,なし,ATR高,1645,8.3,42.3,-1265.0,5.0,-5.0,0.733,-1280.0,11,507,6.8,42.6,-375.0,5.0,-5.0,0.742,-400.0,11,1.012,28.9,不採用
"BBブレイク(期間14, 2.0σ)",BBブレイク,12,8,全時間,全曜日,順方向のみ,ATR低,1596,2.0,39.7,-210.7,11.7,-7.91,0.972,-461.7,17,646,2.1,36.4,-500.1,11.69,-7.9,0.846,-661.8,14,0.87,28.9,不採用
"RSI逆張り(期間7, 20/60)",RSI逆張り,4,8,全時間,全曜日,レンジのみ,なし,5220,4.7,64.0,-1615.8,3.99,-7.97,0.892,-1615.8,8,2103,4.9,62.1,-1128.6,3.99,-7.98,0.822,-1228.6,11,0.922,28.9,不採用
"BB逆張り(期間25, 2.5σ)",BB逆張り,15,5,全時間,全曜日,レンジのみ,ATR高,704,1.6,24.3,-152.4,14.67,-4.99,0.943,-279.2,24,209,1.4,21.1,-174.9,14.74,-4.99,0.788,-228.5,15,0.836,28.9,不採用
"MACDクロス(12,21,6)",MACDクロス,4,15,全時間,水,下降のみ,ATR高,412,3.6,76.0,-233.0,4.0,-15.0,0.843,-325.0,4,209,5.4,73.2,-228.0,4.0,-15.0,0.729,-260.0,6,0.865,28.9,不採用
"BBブレイク(期間30, 1.5σ)",BBブレイク,25,12,全時間,全曜日,上昇のみ,ATR低,1300,1.8,33.9,-208.7,22.04,-11.56,0.979,-738.5,13,579,2.1,30.6,-708.6,22.23,-11.55,0.847,-902.4,12,0.865,28.8,不採用
"MACDクロス(8,35,9)",MACDクロス,4,5,全時間,全曜日,順方向のみ,なし,6743,5.6,49.8,-3497.8,4.0,-4.99,0.793,-3507.8,15,2737,6.0,49.7,-1436.6,3.99,-5.0,0.791,-1475.6,12,0.997,28.8,不採用
押し目(EMA200+RSI40/65),押し目,5,8,全時間,全曜日,下降のみ,なし,1149,1.9,55.1,-955.8,4.98,-7.96,0.767,-981.8,7,438,1.9,53.7,-443.2,5.0,-7.97,0.726,-453.2,6,0.947,28.8,不採用
"BBブレイク(期間14, 2.5σ)",BBブレイク,25,5,全時間,木,なし,なし,1130,5.4,16.6,-224.5,23.84,-5.0,0.952,-384.5,22,410,5.3,14.4,-309.7,24.5,-5.0,0.824,-349.7,27,0.866,28.8,不採用
"BBブレイク(期間14, 2.5σ)",BBブレイク,5,30,全時間,月,なし,直近30分変動大,621,3.2,79.4,-1050.7,5.0,-27.45,0.701,-1099.4,5,251,3.3,78.5,-578.7,5.0,-28.96,0.63,-638.5,3,0.899,28.8,不採用
"MACDクロス(8,35,9)",MACDクロス,4,10,全時間,全曜日,なし,直近30分変動大,5693,5.5,65.8,-4447.8,4.0,-9.99,0.771,-4623.8,8,2741,6.4,65.1,-2423.2,4.0,-9.98,0.746,-2435.2,6,0.968,28.8,不採用
"MACDクロス(8,21,12)",MACDクロス,8,12,全時間,月,上昇のみ,なし,863,4.8,59.7,-45.7,7.94,-11.87,0.989,-336.5,7,338,5.1,54.4,-357.2,8.0,-11.88,0.805,-440.3,7,0.814,28.8,不採用
"RSI逆張り(期間7, 25/80)",RSI逆張り,5,5,東京(9-15時),全曜日,なし,直近30分変動大,1446,2.1,46.9,-450.0,5.0,-5.0,0.883,-470.0,10,681,2.2,44.1,-405.0,5.0,-5.0,0.787,-425.0,8,0.891,28.8,不採用
"RSI逆張り(期間7, 25/70)",RSI逆張り,30,15,全時間,木,下降のみ,直近30分変動大,469,3.6,29.6,-1007.2,28.17,-14.92,0.795,-1128.5,11,190,3.5,29.5,-412.5,28.45,-14.97,0.794,-562.1,12,0.999,28.8,不採用
"MACDクロス(12,26,6)",MACDクロス,5,8,ロンドン(16-21時),全曜日,下降のみ,ATR高,803,2.7,57.5,-418.0,5.0,-8.0,0.847,-464.0,6,276,2.7,54.7,-245.0,5.0,-8.0,0.755,-306.0,8,0.891,28.8,不採用
"RSI逆張り(期間7, 40/60)",RSI逆張り,10,8,全時間,木,上昇のみ,直近30分変動大,360,3.1,43.9,-36.0,10.0,-8.0,0.978,-250.0,8,157,3.0,38.2,-176.0,10.0,-8.0,0.773,-230.0,8,0.79,28.8,不採用
押し目(EMA200+RSI45/60),押し目,4,12,22時台,全曜日,なし,なし,373,1.2,71.6,-131.1,3.99,-11.28,0.89,-206.3,4,188,1.3,67.0,-209.3,3.97,-11.45,0.705,-205.3,5,0.792,28.8,不採用
"MACDクロス(8,35,6)",MACDクロス,8,10,全時間,水,順方向のみ,なし,1215,5.8,56.8,274.0,7.96,-9.94,1.053,-208.0,8,550,7.1,50.9,-465.3,7.98,-10.0,0.828,-476.0,7,0.786,28.8,不採用
"BBブレイク(期間20, 2.0σ)",BBブレイク,30,10,ロンドン(16-21時),全曜日,上昇のみ,なし,1018,1.6,28.6,146.5,25.15,-9.87,1.02,-509.1,17,379,1.7,23.2,-424.4,28.05,-9.94,0.853,-444.4,16,0.836,28.8,不採用
"BBブレイク(期間30, 2.5σ)",BBブレイク,4,5,全時間,全曜日,レンジのみ,なし,2153,2.3,45.8,-1892.4,3.99,-5.0,0.675,-1923.4,12,720,2.1,46.5,-581.8,4.0,-4.99,0.697,-591.8,7,1.033,28.8,不採用
押し目(EMA200+RSI40/65),押し目,4,10,全時間,金,なし,なし,1989,9.5,65.8,-1538.1,4.0,-9.96,0.773,-1620.1,7,843,10.8,64.9,-772.0,4.0,-10.0,0.739,-802.0,6,0.956,28.8,不採用
"MACDクロス(12,35,9)",MACDクロス,6,8,9時台,全曜日,なし,直近30分変動大,383,1.1,56.7,-26.0,6.0,-8.0,0.98,-270.0,9,161,1.1,49.1,-182.0,6.0,-8.0,0.723,-210.0,5,0.738,28.8,不採用
"MACDクロス(12,26,12)",MACDクロス,8,30,全時間,水,なし,ATR低,466,2.4,77.0,-131.6,7.95,-27.92,0.956,-258.5,3,177,2.5,72.3,-405.2,7.97,-29.09,0.716,-494.6,3,0.749,28.8,不採用
押し目(EMA200+RSI40/55),押し目,12,5,全時間,全曜日,なし,直近30分変動大,2101,2.8,27.2,-806.0,11.96,-5.0,0.895,-1005.9,17,1051,3.0,25.6,-682.0,12.0,-5.0,0.826,-768.0,18,0.923,28.8,不採用
"MACDクロス(12,35,9)",MACDクロス,5,15,全時間,金,なし,直近30分変動大,1199,6.2,68.1,-1601.9,5.0,-14.88,0.718,-1697.1,5,540,7.1,68.7,-680.0,5.0,-15.0,0.732,-715.0,8,1.019,28.8,不採用
"RSI逆張り(期間7, 30/75)",RSI逆張り,5,8,全時間,金,レンジのみ,直近30分変動大,381,2.5,65.6,202.0,5.0,-8.0,1.193,-135.0,5,170,2.5,55.3,-138.0,5.0,-8.0,0.773,-199.0,7,0.648,28.7,過剰最適化疑い
押し目(EMA200+RSI45/55),押し目,4,5,全時間,全曜日,順方向のみ,なし,2571,2.5,49.6,-1389.8,4.0,-5.0,0.786,-1441.1,12,1027,2.6,49.2,-593.9,3.99,-5.0,0.772,-622.9,11,0.982,28.7,不採用
"MACDクロス(16,35,9)",MACDクロス,25,20,全時間,火,レンジのみ,なし,425,2.1,42.8,-442.9,23.57,-19.47,0.906,-990.9,11,176,2.3,39.8,-400.8,23.63,-19.38,0.805,-532.9,8,0.889,28.7,不採用
"BBブレイク(期間14, 2.5σ)",BBブレイク,20,8,全時間,金,なし,直近30分変動大,811,4.0,26.4,-546.8,19.74,-7.99,0.885,-642.2,18,310,4.0,24.5,-360.7,19.81,-7.98,0.807,-484.7,13,0.912,28.7,不採用
